key, agreement,
1763,0.009,
1764,0.002,
1765,0.0,
1766,0.0015,
1767,0.0025,
1768,0.013,
1769,0.005,
1770,0.0085,
1771,0.0035,
1772,0.0045,
1773,0.0185,
1774,0.011,
1775,0.002,
1776,0.001,
1777,0.037,
1778,0.0035,
1779,0.0015,
1780,0.0085,
1781,0.0045,
1782,0.023,
1783,0.014,
1784,0.0145,
1785,0.0025,
1786,0.0,
1787,0.011,
1788,0.004,
1789,0.014,
1790,0.0075,
1791,0.0175,
1792,0.004,
1793,0.016,
1794,0.0095,
1795,0.0015,
1796,0.0045,
1797,0.0095,
1798,0.002,
1799,0.005,
1800,0.0055,
1801,0.0095,
1802,0.016,
1803,0.017,
1804,0.004,
1805,0.012,
1806,0.0005,
1807,0.0115,
1808,0.0095,
1809,0.0025,
1810,0.003,
1811,0.002,
1812,0.007,
1813,0.003,
1814,0.0125,
1815,0.0055,
1816,0.001,
1817,0.017,
1818,0.0145,
1819,0.0035,
1820,0.0075,
1821,0.0095,
1822,0.003,
1823,0.002,
1824,0.016,
1825,0.019,
1826,0.0005,
1827,0.0145,
1828,0.0175,
1829,0.0135,
1830,0.0,
1831,0.008,
1832,0.0045,
1833,0.0175,
1834,0.003,
1835,0.007,
1836,0.001,
1837,0.006,
1838,0.0065,
1839,0.0145,
1840,0.0165,
1841,0.0115,
1842,0.02,
1843,0.002,
1844,0.006,
1845,0.009,
1846,0.0065,
1847,0.0305,
1848,0.007,
1849,0.004,
1850,0.0005,
1851,0.0025,
1852,0.0095,
1853,0.0045,
1854,0.005,
1855,0.015,
1856,0.014,
1857,0.009,
1858,0.0095,
1859,0.0095,
1860,0.0075,
1861,0.0015,
1862,0.004,
1863,0.004,
1864,0.0015,
1865,0.0085,
1866,0.013,
1867,0.003,
1868,0.005,
1869,0.0,
1870,0.0005,
1871,0.0245,
1872,0.0115,
1873,0.0025,
1874,0.001,
1875,0.003,
1876,0.013,
1877,0.01,
1878,0.0235,
1879,0.0125,
1880,0.014,
1881,0.021,
1882,0.0065,
1883,0.0055,
1884,0.0095,
1885,0.0035,
1886,0.01,
1887,0.004,
1888,0.005,
1889,0.027,
1890,0.0135,
1891,0.0025,
1892,0.0005,
1893,0.0205,
1894,0.001,
1895,0.0,
1896,0.0065,
1897,0.0055,
1898,0.003,
1899,0.012,
1900,0.003,
1901,0.001,
1902,0.0155,
1903,0.0015,
1904,0.0035,
1905,0.0045,
1906,0.007,
1907,0.004,
1908,0.011,
1909,0.007,
1910,0.0045,
1911,0.0095,
1912,0.021,
1913,0.007,
1914,0.0085,
1915,0.0115,
1916,0.0035,
1917,0.0045,
1918,0.011,
1919,0.002,
1920,0.009,
1921,0.028,
1922,0.0105,
1923,0.0075,
1924,0.0095,
1925,0.0105,
1926,0.01,
1927,0.008,
1928,0.0035,
1929,0.0075,
1930,0.011,
1931,0.003,
1932,0.004,
1933,0.005,
1934,0.0065,
1935,0.0045,
1936,0.0045,
1937,0.0035,
1938,0.013,
1939,0.001,
1940,0.012,
1941,0.001,
1942,0.0005,
1943,0.0175,
1944,0.003,
1945,0.022,
1946,0.0045,
1947,0.0055,
1948,0.0025,
1949,0.0095,
1950,0.028,
1951,0.008,
1952,0.016,
1953,0.006,
1954,0.0065,
1955,0.0215,
1956,0.0065,
1957,0.0035,
1958,0.009,
1959,0.008,
1960,0.0085,
1961,0.0015,
1962,0.001,
1963,0.006,
1964,0.008,
1965,0.0,
1966,0.0045,
1967,0.0255,
1968,0.0075,
1969,0.0185,
1970,0.011,
1971,0.006,
1972,0.004,
1973,0.002,
1974,0.0055,
1975,0.0045,
1976,0.01,
1977,0.002,
1978,0.0095,
1979,0.0025,
1980,0.0035,
1981,0.0065,
1982,0.007,
1983,0.01,
1984,0.004,
1985,0.0,
1986,0.0225,
1987,0.0025,
1988,0.0035,
1989,0.0255,
1990,0.005,
1991,0.006,
1992,0.0285,
1993,0.0115,
1994,0.007,
1995,0.01,
1996,0.004,
1997,0.02,
1998,0.0105,
1999,0.0055,
2000,0.0015,
2001,0.0055,
2002,0.018,
2003,0.007,
2004,0.025,
2005,0.017,
2006,0.0095,
2007,0.0205,
2008,0.017,
2009,0.005,
2010,0.0095,
2011,0.0125,
2012,0.0265,
2013,0.0115,
2014,0.008,
2015,0.007,
2016,0.034,
2017,0.003,
2018,0.0215,
2019,0.0075,
2020,0.0055,
2021,0.0035,
2022,0.003,
2023,0.001,
2024,0.0005,
2025,0.0045,
2026,0.012,
2027,0.008,
2028,0.001,
2029,0.016,
2030,0.0265,
2031,0.0095,
2032,0.0145,
2033,0.0125,
2034,0.005,
2035,0.007,
2036,0.014,
2037,0.009,
2038,0.0095,
2039,0.0055,
2040,0.001,
2041,0.0,
2042,0.0065,
2043,0.0085,
2044,0.0035,
2045,0.0085,
2046,0.014,
2047,0.008,
2048,0.006,
2049,0.005,
2050,0.0095,
2051,0.0145,
2052,0.0145,
2053,0.0085,
2054,0.007,
2055,0.001,
2056,0.0025,
2057,0.0115,
2058,0.003,
2059,0.001,
2060,0.016,
2061,0.009,
2062,0.0045,
2063,0.0025,
2064,0.0145,
2065,0.0025,
2066,0.004,
2067,0.006,
2068,0.005,
2069,0.002,
2070,0.0075,
2071,0.0095,
2072,0.029,
2073,0.012,
2074,0.0115,
2075,0.0035,
2076,0.0075,
2077,0.0075,
2078,0.0,
2079,0.034,
2080,0.022,
2081,0.006,
2082,0.0105,
2083,0.0025,
2084,0.0005,
2085,0.0125,
2086,0.001,
2087,0.008,
2088,0.0045,
2089,0.0015,
2090,0.0,
2091,0.011,
2092,0.011,
2093,0.009,
2094,0.0135,
2095,0.0195,
2096,0.0175,
2097,0.0085,
2098,0.009,
2099,0.004,
2100,0.008,
2101,0.01,
2102,0.0075,
2103,0.0115,
2104,0.007,
2105,0.011,
2106,0.0145,
2107,0.0085,
2108,0.0035,
2109,0.0155,
2110,0.01,
2111,0.001,
2112,0.014,
2113,0.01,
2114,0.0015,
2115,0.0245,
2116,0.0165,
2117,0.0095,
2118,0.001,
2119,0.018,
2120,0.0125,
2121,0.0025,
2122,0.004,
2123,0.003,
2124,0.027,
2125,0.007,
2126,0.0145,
2127,0.0005,
2128,0.0155,
2129,0.0215,
2130,0.002,
2131,0.017,
2132,0.015,
2133,0.009,
2134,0.0215,
2135,0.0045,
2136,0.002,
2137,0.004,
2138,0.0075,
2139,0.0015,
2140,0.0025,
2141,0.0005,
2142,0.005,
2143,0.0,
2144,0.001,
2145,0.002,
2146,0.0115,
2147,0.0065,
2148,0.0095,
2149,0.0115,
2150,0.004,
2151,0.004,
2152,0.0185,
2153,0.0095,
2154,0.008,
2155,0.006,
2156,0.011,
2157,0.014,
2158,0.0175,
2159,0.0275,
2160,0.0115,
2161,0.0085,
2162,0.02,
2163,0.008,
2164,0.007,
2165,0.024,
2166,0.0165,
2167,0.0105,
2168,0.003,
2169,0.008,
2170,0.0215,
2171,0.0125,
2172,0.0155,
2173,0.0095,
2174,0.012,
2175,0.002,
2176,0.013,
2177,0.003,
2178,0.0035,
2179,0.0185,
2180,0.0095,
2181,0.0215,
2182,0.007,
2183,0.008,
2184,0.0035,
2185,0.0195,
2186,0.0,
2187,0.003,
2188,0.018,
2189,0.006,
2190,0.0165,
2191,0.0065,
2192,0.0005,
2193,0.0085,
2194,0.0,
2195,0.003,
2196,0.01,
2197,0.004,
2198,0.0045,
2199,0.0015,
2200,0.023,
2201,0.003,
2202,0.0065,
2203,0.0035,
2204,0.0085,
2205,0.0165,
2206,0.023,
2207,0.008,
2208,0.022,
2209,0.019,
2210,0.0035,
2211,0.0035,
2212,0.0055,
2213,0.0105,
2214,0.006,
2215,0.004,
2216,0.0195,
2217,0.0095,
2218,0.014,
2219,0.002,
2220,0.01,
2221,0.001,
2222,0.0075,
2223,0.0165,
2224,0.0105,
2225,0.0125,
2226,0.004,
2227,0.002,
2228,0.004,
2229,0.005,
2230,0.0025,
2231,0.0095,
2232,0.004,
2233,0.017,
2234,0.0145,
2235,0.0095,
2236,0.0245,
2237,0.0005,
2238,0.0,
2239,0.004,
2240,0.002,
2241,0.009,
2242,0.0035,
2243,0.0075,
2244,0.0085,
2245,0.0035,
2246,0.002,
2247,0.01,
2248,0.0205,
2249,0.0005,
2250,0.002,
2251,0.018,
2252,0.018,
2253,0.007,
2254,0.0105,
2255,0.0085,
2256,0.0125,
2257,0.0025,
2258,0.005,
2259,0.009,
2260,0.003,
2261,0.012,
2262,0.0075,
2263,0.0185,
2264,0.005,
2265,0.016,
2266,0.0075,
2267,0.0235,
2268,0.0025,
2269,0.0125,
2270,0.003,
2271,0.009,
2272,0.006,
2273,0.01,
2274,0.0285,
2275,0.0125,
2276,0.0115,
2277,0.0115,
2278,0.004,
2279,0.009,
2280,0.0105,
2281,0.0035,
2282,0.009,
2283,0.014,
2284,0.005,
2285,0.015,
2286,0.0075,
2287,0.0015,
2288,0.0125,
2289,0.0065,
2290,0.01,
2291,0.011,
2292,0.006,
2293,0.02,
2294,0.0155,
2295,0.0195,
2296,0.007,
2297,0.015,
2298,0.0055,
2299,0.0165,
2300,0.0045,
2301,0.0125,
2302,0.019,
2303,0.002,
2304,0.0115,
2305,0.0005,
2306,0.01,
2307,0.019,
2308,0.03,
2309,0.008,
2310,0.0085,
2311,0.0165,
2312,0.01,
2313,0.006,
2314,0.0195,
2315,0.0065,
2316,0.0045,
2317,0.0125,
2318,0.0,
2319,0.005,
2320,0.0,
2321,0.0,
2322,0.0145,
2323,0.0175,
2324,0.0045,
2325,0.0025,
2326,0.004,
2327,0.003,
2328,0.0145,
2329,0.0035,
2330,0.0,
2331,0.005,
2332,0.002,
2333,0.012,
2334,0.0005,
2335,0.0135,
2336,0.0055,
2337,0.0145,
2338,0.012,
2339,0.01,
2340,0.012,
2341,0.001,
2342,0.0155,
2343,0.0075,
2344,0.005,
2345,0.002,
2346,0.0065,
2347,0.0105,
2348,0.0085,
2349,0.0005,
2350,0.019,
2351,0.017,
2352,0.015,
2353,0.012,
2354,0.0235,
2355,0.0145,
2356,0.0035,
2357,0.0145,
2358,0.009,
2359,0.001,
2360,0.0065,
2361,0.0005,
2362,0.008,
2363,0.006,
2364,0.01,
2365,0.001,
2366,0.0105,
2367,0.0045,
2368,0.0085,
2369,0.0025,
2370,0.007,
2371,0.003,
2372,0.009,
2373,0.02,
2374,0.0015,
2375,0.0015,
2376,0.004,
2377,0.025,
2378,0.0095,
2379,0.0005,
2380,0.0045,
2381,0.0205,
2382,0.004,
2383,0.004,
2384,0.003,
2385,0.006,
2386,0.0105,
2387,0.0055,
2388,0.0155,
2389,0.0115,
2390,0.015,
2391,0.015,
2392,0.0075,
2393,0.0095,
2394,0.014,
2395,0.006,
2396,0.016,
2397,0.003,
2398,0.0215,
2399,0.0035,
2400,0.0065,
2401,0.0135,
2402,0.01,
2403,0.007,
2404,0.008,
2405,0.0,
2406,0.0015,
2407,0.0015,
2408,0.006,
2409,0.006,
2410,0.0015,
2411,0.0145,
2412,0.0145,
2413,0.0045,
2414,0.002,
2415,0.009,
2416,0.021,
2417,0.001,
2418,0.0005,
2419,0.0195,
2420,0.0205,
2421,0.0005,
2422,0.005,
2423,0.014,
2424,0.0115,
2425,0.0145,
2426,0.007,
2427,0.0,
2428,0.007,
2429,0.019,
2430,0.0125,
2431,0.0005,
2432,0.0095,
2433,0.0195,
2434,0.008,
2435,0.002,
2436,0.015,
2437,0.016,
2438,0.0065,
2439,0.0195,
2440,0.016,
2441,0.005,
2442,0.0175,
2443,0.0095,
2444,0.0005,
2445,0.0155,
2446,0.005,
2447,0.015,
2448,0.005,
2449,0.008,
2450,0.0005,
2451,0.0065,
2452,0.0155,
2453,0.0115,
2454,0.008,
2455,0.002,
2456,0.0015,
2457,0.0235,
2458,0.031,
2459,0.001,
2460,0.01,
2461,0.007,
2462,0.0125,
2463,0.0125,
2464,0.0105,
2465,0.0195,
2466,0.007,
2467,0.016,
2468,0.008,
2469,0.014,
2470,0.0125,
2471,0.0225,
2472,0.02,
2473,0.014,
2474,0.0075,
2475,0.0015,
2476,0.0225,
2477,0.0015,
2478,0.015,
2479,0.012,
2480,0.033,
2481,0.001,
2482,0.0155,
2483,0.0135,
2484,0.0085,
2485,0.0015,
2486,0.008,
2487,0.005,
2488,0.0085,
2489,0.0165,
2490,0.01,
2491,0.013,
2492,0.001,
2493,0.017,
2494,0.0005,
2495,0.0065,
2496,0.0015,
2497,0.0065,
2498,0.01,
2499,0.011,
2500,0.017,
2501,0.005,
2502,0.0075,
2503,0.0015,
2504,0.003,
2505,0.007,
2506,0.0175,
2507,0.0055,
2508,0.0035,
2509,0.0155,
2510,0.0,
2511,0.007,
2512,0.005,
2513,0.005,
2514,0.0075,
2515,0.0025,
2516,0.0155,
2517,0.0015,
2518,0.006,
2519,0.011,
2520,0.0085,
2521,0.0015,
2522,0.01,
2523,0.007,
2524,0.001,
2525,0.017,
2526,0.0195,
2527,0.0115,
2528,0.0075,
2529,0.0155,
2530,0.012,
2531,0.006,
2532,0.015,
2533,0.02,
2534,0.0135,
2535,0.0065,
2536,0.0,
2537,0.003,
2538,0.0205,
2539,0.0085,
2540,0.0005,
2541,0.0155,
2542,0.011,
2543,0.013,
2544,0.028,
2545,0.013,
2546,0.0185,
2547,0.0035,
2548,0.0045,
2549,0.0175,
2550,0.015,
2551,0.007,
2552,0.0005,
2553,0.0225,
2554,0.002,
2555,0.004,
2556,0.005,
2557,0.004,
2558,0.0005,
2559,0.0055,
2560,0.0035,
2561,0.0165,
2562,0.004,
2563,0.018,
2564,0.003,
2565,0.014,
2566,0.0165,
2567,0.0015,
2568,0.006,
2569,0.001,
2570,0.0145,
2571,0.0065,
2572,0.0125,
2573,0.0255,
2574,0.007,
2575,0.009,
2576,0.003,
2577,0.012,
2578,0.0065,
2579,0.0055,
2580,0.0155,
2581,0.0325,
2582,0.01,
2583,0.01,
2584,0.0175,
2585,0.0275,
2586,0.017,
2587,0.001,
2588,0.01,
2589,0.025,
2590,0.0105,
2591,0.0085,
2592,0.0015,
2593,0.0005,
2594,0.016,
2595,0.017,
2596,0.003,
2597,0.019,
2598,0.0245,
2599,0.0095,
2600,0.011,
2601,0.013,
2602,0.0085,
2603,0.0135,
2604,0.0135,
2605,0.0055,
2606,0.014,
2607,0.003,
2608,0.022,
2609,0.006,
2610,0.0015,
2611,0.0145,
2612,0.0115,
2613,0.0155,
2614,0.003,
2615,0.006,
2616,0.0025,
2617,0.0045,
2618,0.003,
2619,0.004,
2620,0.012,
2621,0.016,
2622,0.0125,
2623,0.0085,
2624,0.0155,
2625,0.0035,
2626,0.019,
2627,0.006,
2628,0.006,
2629,0.012,
2630,0.0015,
2631,0.0035,
2632,0.006,
2633,0.006,
2634,0.0005,
2635,0.0275,
2636,0.0095,
2637,0.0015,
2638,0.005,
2639,0.0,
2640,0.004,
2641,0.01,
2642,0.0075,
2643,0.0075,
2644,0.0055,
2645,0.0145,
2646,0.019,
2647,0.02,
2648,0.0075,
2649,0.0005,
2650,0.011,
2651,0.006,
2652,0.012,
2653,0.004,
2654,0.0025,
2655,0.0005,
2656,0.0075,
2657,0.0145,
2658,0.002,
2659,0.016,
2660,0.003,
2661,0.0,
2662,0.0135,
2663,0.0015,
2664,0.008,
2665,0.011,
2666,0.0105,
2667,0.0135,
2668,0.0065,
2669,0.0115,
2670,0.011,
2671,0.011,
2672,0.008,
2673,0.003,
2674,0.0075,
2675,0.0045,
2676,0.0125,
2677,0.0065,
2678,0.001,
2679,0.005,
2680,0.0075,
2681,0.0055,
2682,0.016,
2683,0.008,
2684,0.003,
2685,0.012,
2686,0.0095,
2687,0.0015,
2688,0.0095,
2689,0.0085,
2690,0.01,
2691,0.003,
2692,0.012,
2693,0.004,
2694,0.0195,
2695,0.0205,
2696,0.014,
2697,0.016,
2698,0.0015,
2699,0.0075,
2700,0.0075,
2701,0.0095,
2702,0.006,
2703,0.003,
2704,0.006,
2705,0.002,
2706,0.0025,
2707,0.0075,
2708,0.0085,
2709,0.0055,
2710,0.006,
2711,0.003,
2712,0.0015,
2713,0.0115,
2714,0.014,
2715,0.021,
2716,0.004,
2717,0.018,
2718,0.0115,
2719,0.0035,
2720,0.0045,
2721,0.0135,
2722,0.009,
2723,0.003,
2724,0.003,
2725,0.01,
2726,0.0015,
2727,0.0075,
2728,0.006,
2729,0.013,
2730,0.0065,
2731,0.0045,
2732,0.0165,
2733,0.0015,
2734,0.004,
2735,0.01,
2736,0.008,
2737,0.007,
2738,0.0045,
2739,0.0025,
2740,0.0025,
2741,0.0155,
2742,0.018,
2743,0.018,
2744,0.0085,
2745,0.0015,
2746,0.005,
2747,0.009,
2748,0.001,
2749,0.004,
2750,0.0055,
2751,0.0125,
2752,0.0005,
2753,0.0075,
2754,0.024,
2755,0.002,
2756,0.006,
2757,0.005,
2758,0.0185,
2759,0.0085,
2760,0.017,
2761,0.006,
2762,0.0085,
2763,0.0235,
2764,0.0175,
2765,0.0155,
2766,0.011,
2767,0.009,
2768,0.004,
2769,0.013,
2770,0.0155,
2771,0.0035,
2772,0.0075,
2773,0.0045,
2774,0.018,
2775,0.014,
2776,0.0205,
2777,0.0055,
2778,0.001,
2779,0.005,
2780,0.005,
2781,0.018,
2782,0.0035,
2783,0.0025,
2784,0.0065,
2785,0.0075,
2786,0.024,
2787,0.017,
2788,0.0,
2789,0.014,
2790,0.0035,
2791,0.0125,
2792,0.0,
2793,0.006,
2794,0.0145,
2795,0.0055,
2796,0.0115,
2797,0.0045,
2798,0.014,
2799,0.011,
2800,0.009,
2801,0.007,
2802,0.0085,
2803,0.0105,
2804,0.0035,
2805,0.0125,
2806,0.003,
2807,0.002,
2808,0.0075,
2809,0.0015,
2810,0.001,
2811,0.032,
2812,0.003,
2813,0.013,
2814,0.0035,
2815,0.0025,
2816,0.0,
2817,0.006,
2818,0.0035,
2819,0.0065,
2820,0.0075,
2821,0.0035,
2822,0.012,
2823,0.007,
2824,0.0055,
2825,0.0055,
2826,0.009,
2827,0.002,
2828,0.021,
2829,0.017,
2830,0.0075,
2831,0.0055,
2832,0.0005,
2833,0.0055,
2834,0.003,
2835,0.004,
2836,0.009,
2837,0.005,
2838,0.0045,
2839,0.0085,
2840,0.008,
2841,0.002,
2842,0.0155,
2843,0.0045,
2844,0.0105,
2845,0.0035,
2846,0.014,
2847,0.017,
2848,0.02,
2849,0.003,
2850,0.0145,
2851,0.0135,
2852,0.0085,
2853,0.0135,
2854,0.0,
2855,0.006,
2856,0.0105,
2857,0.0095,
2858,0.016,
2859,0.008,
2860,0.004,
2861,0.025,
2862,0.0015,
2863,0.0145,
2864,0.0035,
2865,0.0225,
2866,0.006,
2867,0.014,
2868,0.004,
2869,0.023,
2870,0.0095,
2871,0.0125,
2872,0.002,
2873,0.019,
2874,0.0245,
2875,0.0025,
2876,0.0275,
2877,0.0115,
2878,0.032,
2879,0.006,
2880,0.008,
2881,0.001,
2882,0.0015,
2883,0.0025,
2884,0.0105,
2885,0.0155,
2886,0.0,
2887,0.004,
2888,0.0015,
2889,0.0085,
2890,0.004,
2891,0.016,
2892,0.004,
2893,0.021,
2894,0.0085,
2895,0.0255,
2896,0.0035,
2897,0.0065,
2898,0.009,
2899,0.001,
2900,0.001,
2901,0.006,
2902,0.0065,
2903,0.0055,
2904,0.007,
2905,0.02,
2906,0.0035,
2907,0.0025,
2908,0.0045,
2909,0.0255,
2910,0.017,
2911,0.015,
2912,0.013,
2913,0.001,
2914,0.0045,
2915,0.0085,
2916,0.0015,
2917,0.0025,
2918,0.011,
2919,0.004,
2920,0.0115,
2921,0.0135,
2922,0.01,
2923,0.005,
2924,0.014,
2925,0.006,
2926,0.0115,
2927,0.0145,
2928,0.0075,
2929,0.0045,
2930,0.003,
2931,0.01,
2932,0.011,
2933,0.019,
2934,0.0075,
2935,0.0105,
2936,0.002,
2937,0.01,
2938,0.0155,
2939,0.0075,
2940,0.0095,
2941,0.0005,
2942,0.002,
2943,0.001,
2944,0.007,
2945,0.016,
2946,0.0045,
2947,0.0095,
2948,0.0105,
2949,0.0065,
2950,0.016,
2951,0.014,
2952,0.0155,
2953,0.0035,
2954,0.008,
2955,0.006,
2956,0.005,
2957,0.002,
2958,0.0155,
2959,0.0195,
2960,0.0045,
2961,0.0005,
2962,0.009,
2963,0.009,
2964,0.008,
2965,0.015,
2966,0.0055,
2967,0.0035,
2968,0.008,
2969,0.023,
2970,0.0015,
2971,0.0105,
2972,0.0015,
2973,0.0065,
2974,0.001,
2975,0.005,
2976,0.008,
2977,0.014,
2978,0.0085,
2979,0.0035,
2980,0.0115,
2981,0.0215,
2982,0.003,
2983,0.016,
2984,0.0035,
2985,0.0075,
2986,0.016,
2987,0.017,
2988,0.011,
2989,0.003,
2990,0.0125,
2991,0.0105,
2992,0.0015,
2993,0.0085,
2994,0.005,
2995,0.006,
2996,0.004,
2997,0.014,
2998,0.0045,
2999,0.0025,
3000,0.011,
3001,0.009,
3002,0.0005,
3003,0.0165,
3004,0.0055,
3005,0.0095,
3006,0.0,
3007,0.021,
3008,0.008,
3009,0.002,
3010,0.0205,
3011,0.0105,
3012,0.0275,
3013,0.0005,
3014,0.009,
3015,0.018,
3016,0.0035,
3017,0.0035,
3018,0.0,
3019,0.003,
3020,0.001,
3021,0.007,
3022,0.0075,
3023,0.0055,
3024,0.0025,
3025,0.0075,
3026,0.004,
3027,0.015,
3028,0.005,
3029,0.009,
3030,0.0155,
3031,0.0035,
3032,0.006,
3033,0.008,
3034,0.0085,
3035,0.0155,
3036,0.0015,
3037,0.0045,
3038,0.003,
3039,0.01,
3040,0.016,
3041,0.001,
3042,0.0025,
3043,0.0105,
3044,0.0055,
3045,0.0105,
3046,0.017,
3047,0.007,
3048,0.0115,
3049,0.0055,
3050,0.013,
3051,0.015,
3052,0.002,
3053,0.001,
3054,0.0065,
3055,0.0065,
3056,0.0135,
3057,0.0145,
3058,0.003,
3059,0.001,
3060,0.012,
3061,0.009,
3062,0.0095,
3063,0.0005,
3064,0.004,
3065,0.001,
3066,0.0075,
3067,0.0105,
3068,0.0095,
3069,0.0115,
3070,0.013,
3071,0.007,
3072,0.013,
3073,0.002,
3074,0.0065,
3075,0.0015,
3076,0.0085,
3077,0.0005,
3078,0.013,
3079,0.001,
3080,0.0075,
3081,0.0055,
3082,0.007,
3083,0.029,
3084,0.015,
3085,0.014,
3086,0.0135,
3087,0.0225,
3088,0.0005,
3089,0.0005,
3090,0.013,
3091,0.009,
3092,0.013,
3093,0.012,
3094,0.0035,
3095,0.0145,
3096,0.001,
3097,0.036,
3098,0.0075,
3099,0.0025,
3100,0.0035,
3101,0.0055,
3102,0.005,
3103,0.005,
3104,0.008,
3105,0.006,
3106,0.0145,
3107,0.0215,
3108,0.0125,
3109,0.0105,
3110,0.01,
3111,0.005,
3112,0.0005,
3113,0.0065,
3114,0.001,
3115,0.01,
3116,0.003,
3117,0.015,
3118,0.0025,
3119,0.0295,
3120,0.0175,
3121,0.0015,
3122,0.011,
3123,0.008,
3124,0.001,
3125,0.009,
3126,0.0095,
3127,0.0125,
3128,0.01,
3129,0.004,
3130,0.0075,
3131,0.0135,
3132,0.0005,
3133,0.0075,
3134,0.01,
3135,0.007,
3136,0.018,
3137,0.014,
3138,0.0115,
3139,0.0075,
3140,0.0175,
3141,0.0035,
3142,0.006,
3143,0.001,
3144,0.0165,
3145,0.0045,
3146,0.001,
3147,0.002,
3148,0.007,
3149,0.005,
3150,0.0105,
3151,0.0045,
3152,0.0055,
3153,0.0115,
3154,0.0,
3155,0.007,
3156,0.002,
3157,0.002,
3158,0.0155,
3159,0.0065,
3160,0.005,
3161,0.017,
3162,0.0075,
3163,0.0045,
3164,0.0055,
3165,0.0055,
3166,0.003,
3167,0.004,
3168,0.01,
3169,0.005,
3170,0.0065,
3171,0.0055,
3172,0.0115,
3173,0.0105,
3174,0.016,
3175,0.014,
3176,0.0065,
3177,0.0085,
3178,0.018,
3179,0.004,
3180,0.002,
3181,0.011,
3182,0.0005,
3183,0.0055,
3184,0.0185,
3185,0.0075,
3186,0.025,
3187,0.001,
3188,0.005,
3189,0.0,
3190,0.0205,
3191,0.0075,
3192,0.003,
3193,0.024,
3194,0.0275,
3195,0.0055,
3196,0.0065,
3197,0.0125,
3198,0.005,
3199,0.003,
3200,0.011,
3201,0.013,
3202,0.0155,
3203,0.0055,
3204,0.0025,
3205,0.0085,
3206,0.032,
3207,0.017,
3208,0.0115,
3209,0.0045,
3210,0.007,
3211,0.01,
3212,0.016,
3213,0.008,
3214,0.0035,
3215,0.0035,
3216,0.0125,
3217,0.0135,
3218,0.004,
3219,0.021,
3220,0.005,
3221,0.007,
3222,0.0185,
3223,0.0095,
3224,0.012,
3225,0.012,
3226,0.0045,
3227,0.0145,
3228,0.0005,
3229,0.0155,
3230,0.001,
3231,0.01,
3232,0.001,
3233,0.002,
3234,0.0055,
3235,0.0175,
3236,0.0065,
3237,0.0005,
3238,0.008,
3239,0.002,
3240,0.0035,
3241,0.0015,
3242,0.0,
3243,0.01,
3244,0.007,
3245,0.002,
3246,0.0035,
3247,0.0055,
3248,0.0185,
3249,0.0005,
3250,0.011,
3251,0.017,
3252,0.01,
3253,0.003,
3254,0.0075,
3255,0.0005,
3256,0.002,
3257,0.017,
3258,0.0085,
3259,0.0225,
3260,0.0055,
3261,0.0125,
3262,0.027,
3263,0.003,
3264,0.007,
3265,0.006,
3266,0.0135,
3267,0.0035,
3268,0.0035,
3269,0.0075,
3270,0.012,
3271,0.01,
3272,0.0135,
3273,0.0045,
3274,0.002,
3275,0.006,
3276,0.007,
3277,0.014,
3278,0.0075,
3279,0.0095,
3280,0.0065,
3281,0.0055,
3282,0.008,
3283,0.012,
3284,0.003,
3285,0.022,
3286,0.0025,
3287,0.0015,
3288,0.003,
3289,0.018,
3290,0.0155,
3291,0.0125,
3292,0.0125,
3293,0.0135,
3294,0.002,
3295,0.02,
3296,0.006,
3297,0.006,
3298,0.0025,
3299,0.0125,
3300,0.0165,
3301,0.0115,
3302,0.003,
3303,0.02,
3304,0.0085,
3305,0.0115,
3306,0.008,
3307,0.009,
3308,0.013,
3309,0.015,
3310,0.0125,
3311,0.0105,
3312,0.0025,
3313,0.0155,
3314,0.02,
3315,0.009,
3316,0.019,
3317,0.001,
3318,0.0035,
3319,0.0035,
3320,0.014,
3321,0.006,
3322,0.0045,
3323,0.0005,
3324,0.0045,
3325,0.0055,
3326,0.011,
3327,0.01,
3328,0.0045,
3329,0.0105,
3330,0.004,
3331,0.003,
3332,0.011,
3333,0.005,
3334,0.0055,
3335,0.0005,
3336,0.015,
3337,0.003,
3338,0.0085,
3339,0.0055,
3340,0.0045,
3341,0.0045,
3342,0.014,
3343,0.001,
3344,0.004,
3345,0.002,
3346,0.0135,
3347,0.0145,
3348,0.0065,
3349,0.0055,
3350,0.001,
3351,0.012,
3352,0.0255,
3353,0.0005,
3354,0.001,
3355,0.008,
3356,0.01,
3357,0.028,
3358,0.0195,
3359,0.0275,
3360,0.0095,
3361,0.0015,
3362,0.003,
3363,0.001,
3364,0.004,
3365,0.009,
3366,0.0185,
3367,0.0145,
3368,0.007,
3369,0.018,
3370,0.0005,
3371,0.0025,
3372,0.0155,
3373,0.0065,
3374,0.02,
3375,0.01,
3376,0.006,
3377,0.013,
3378,0.0115,
3379,0.0135,
3380,0.0005,
3381,0.0045,
3382,0.005,
3383,0.009,
3384,0.0105,
3385,0.0035,
3386,0.004,
3387,0.016,
3388,0.011,
3389,0.004,
3390,0.0025,
3391,0.0055,
3392,0.0065,
3393,0.0135,
3394,0.022,
3395,0.012,
3396,0.013,
3397,0.004,
3398,0.0075,
3399,0.0185,
3400,0.014,
3401,0.001,
3402,0.0095,
3403,0.0165,
3404,0.0155,
3405,0.0075,
3406,0.007,
3407,0.005,
3408,0.028,
