key, agreement
1763, 0.008
1764, 0.012
1765, 0.003
1766, 0.0225
1767, 0.0095
1768, 0.0165
1769, 0.0225
1770, 0.022
1771, 0.004
1772, 0.01
1773, 0.016
1774, 0.0185
1775, 0.0055
1776, 0.0085
1777, 0.0125
1778, 0.012
1779, 0.001
1780, 0.012
1781, 0.011
1782, 0.0065
1783, 0.0035
1784, 0.0015
1785, 0.0155
1786, 0.006
1787, 0.002
1788, 0.009
1789, 0.001
1790, 0.0115
1791, 0.0095
1792, 0.016
1793, 0.001
1794, 0.0055
1795, 0.0045
1796, 0.0145
1797, 0.0075
1798, 0.007
1799, 0.004
1800, 0.011
1801, 0.001
1802, 0.0035
1803, 0.0025
1804, 0.0005
1805, 0.0105
1806, 0.001
1807, 0.011
1808, 0.011
1809, 0.02
1810, 0.0015
1811, 0.0015
1812, 0.0135
1813, 0.0135
1814, 0.007
1815, 0.006
1816, 0.003
1817, 0.001
1818, 0.0045
1819, 0.0065
1820, 0.0165
1821, 0.0045
1822, 0.018
1823, 0.004
1824, 0.0175
1825, 0.0195
1826, 0.011
1827, 0.018
1828, 0.034
1829, 0.005
1830, 0.0095
1831, 0.0285
1832, 0.0015
1833, 0.0115
1834, 0.015
1835, 0.011
1836, 0.003
1837, 0.001
1838, 0.0035
1839, 0.0015
1840, 0.0165
1841, 0.0125
1842, 0.01
1843, 0.015
1844, 0.004
1845, 0.011
1846, 0.0005
1847, 0.0085
1848, 0.0055
1849, 0.0125
1850, 0.011
1851, 0.001
1852, 0.006
1853, 0.008
1854, 0.0065
1855, 0.0105
1856, 0.017
1857, 0.022
1858, 0.0125
1859, 0.0015
1860, 0.0105
1861, 0.0005
1862, 0.018
1863, 0.007
1864, 0.006
1865, 0.018
1866, 0.0015
1867, 0.0095
1868, 0.0295
1869, 0.0105
1870, 0.012
1871, 0.01
1872, 0.017
1873, 0.016
1874, 0.0115
1875, 0.0065
1876, 0.0185
1877, 0.0005
1878, 0.015
1879, 0.002
1880, 0.003
1881, 0.001
1882, 0.0225
1883, 0.0015
1884, 0.0285
1885, 0.0215
1886, 0.008
1887, 0.002
1888, 0.0035
1889, 0.0035
1890, 0.02
1891, 0.015
1892, 0.001
1893, 0.008
1894, 0.0085
1895, 0.0165
1896, 0.0005
1897, 0.0065
1898, 0.012
1899, 0.018
1900, 0.012
1901, 0.012
1902, 0.0005
1903, 0.0185
1904, 0.0015
1905, 0.0015
1906, 0.0
1907, 0.009
1908, 0.012
1909, 0.007
1910, 0.0015
1911, 0.0305
1912, 0.0015
1913, 0.0005
1914, 0.013
1915, 0.001
1916, 0.006
1917, 0.014
1918, 0.0215
1919, 0.0135
1920, 0.0135
1921, 0.0075
1922, 0.004
1923, 0.017
1924, 0.012
1925, 0.009
1926, 0.0215
1927, 0.0065
1928, 0.0055
1929, 0.0015
1930, 0.012
1931, 0.014
1932, 0.013
1933, 0.001
1934, 0.0025
1935, 0.0185
1936, 0.0105
1937, 0.0025
1938, 0.016
1939, 0.001
1940, 0.015
1941, 0.02
1942, 0.0085
1943, 0.0055
1944, 0.0065
1945, 0.0005
1946, 0.015
1947, 0.001
1948, 0.007
1949, 0.007
1950, 0.0025
1951, 0.0055
1952, 0.002
1953, 0.007
1954, 0.0015
1955, 0.0225
1956, 0.0015
1957, 0.0155
1958, 0.008
1959, 0.009
1960, 0.011
1961, 0.015
1962, 0.0175
1963, 0.0025
1964, 0.0115
1965, 0.0195
1966, 0.004
1967, 0.008
1968, 0.022
1969, 0.001
1970, 0.0085
1971, 0.0015
1972, 0.0045
1973, 0.0085
1974, 0.013
1975, 0.004
1976, 0.008
1977, 0.002
1978, 0.0255
1979, 0.0005
1980, 0.0085
1981, 0.0115
1982, 0.012
1983, 0.014
1984, 0.0025
1985, 0.0115
1986, 0.01
1987, 0.001
1988, 0.01
1989, 0.007
1990, 0.0075
1991, 0.0115
1992, 0.0025
1993, 0.0135
1994, 0.012
1995, 0.008
1996, 0.001
1997, 0.011
1998, 0.0045
1999, 0.0005
2000, 0.0125
2001, 0.0015
2002, 0.001
2003, 0.012
2004, 0.0
2005, 0.011
2006, 0.0075
2007, 0.0155
2008, 0.0085
2009, 0.0015
2010, 0.002
2011, 0.002
2012, 0.008
2013, 0.008
2014, 0.0035
2015, 0.0075
2016, 0.006
2017, 0.001
2018, 0.0055
2019, 0.0155
2020, 0.0065
2021, 0.0055
2022, 0.014
2023, 0.001
2024, 0.009
2025, 0.009
2026, 0.0085
2027, 0.0095
2028, 0.0015
2029, 0.0165
2030, 0.002
2031, 0.006
2032, 0.017
2033, 0.01
2034, 0.0045
2035, 0.0135
2036, 0.0155
2037, 0.0115
2038, 0.012
2039, 0.005
2040, 0.017
2041, 0.005
2042, 0.0095
2043, 0.0055
2044, 0.0215
2045, 0.0035
2046, 0.005
2047, 0.005
